date,EUR,GBP,AUD,CAD,CHF,JPY
2010-07-18,0.769231,0.650269,1.139385,1.045077,1.041769,86.569231
2010-07-19,0.771784,0.654704,1.153276,1.054797,1.052713,87.088061
2010-07-20,0.778574,0.659802,1.145905,1.057537,1.053955,86.810962
2010-07-21,0.780214,0.654950,1.130296,1.036436,1.048607,87.009441
2010-07-22,0.778210,0.655875,1.126537,1.041868,1.044202,86.824903
2010-07-23,0.775374,0.649143,1.118632,1.037916,1.045825,87.214081
2010-07-24,0.775374,0.649143,1.118632,1.037916,1.045825,87.214081
2010-07-25,0.775374,0.649143,1.118632,1.037916,1.045825,87.214081
2010-07-26,0.773335,0.645155,1.115536,1.035883,1.049725,86.853298
2010-07-27,0.767283,0.643137,1.105041,1.026778,1.056932,87.309138
2010-07-28,0.769704,0.641895,1.117457,1.030711,1.059113,87.754002
2010-07-29,0.765169,0.640217,1.109496,1.033285,1.045222,86.953860
2010-07-30,0.767578,0.640850,1.110378,1.032699,1.039377,86.444581
2010-07-31,0.767578,0.640850,1.110378,1.032699,1.039377,86.444581
2010-08-01,0.767578,0.640850,1.110378,1.032699,1.039377,86.444581
2010-08-02,0.764935,0.631837,1.097529,1.022872,1.044902,86.644229
2010-08-03,0.756372,0.627638,1.097421,1.024355,1.037138,85.855835
2010-08-04,0.757232,0.627291,1.095260,1.022868,1.039679,85.506588
2010-08-05,0.758495,0.629020,1.094433,1.013198,1.048240,86.210558
2010-08-06,0.758956,0.630009,1.089557,1.022086,1.049636,85.868245
2010-08-07,0.758956,0.630009,1.089557,1.022086,1.049636,85.868245
2010-08-08,0.758956,0.630009,1.089557,1.022086,1.049636,85.868245
2010-08-09,0.754546,0.626575,1.088282,1.028673,1.039085,85.625896
2010-08-10,0.761441,0.635955,1.101652,1.035179,1.058022,86.217924
2010-08-11,0.768285,0.635986,1.106407,1.037492,1.052167,84.941610
2010-08-12,0.781861,0.641595,1.119703,1.047537,1.054887,85.613761
2010-08-13,0.781311,0.641613,1.115712,1.041409,1.053832,85.772326
2010-08-14,0.781311,0.641613,1.115712,1.041409,1.053832,85.772326
2010-08-15,0.781311,0.641613,1.115712,1.041409,1.053832,85.772326
2010-08-16,0.780031,0.640484,1.121607,1.042590,1.041342,85.405616
2010-08-17,0.777605,0.639969,1.108165,1.037403,1.042846,85.272162
2010-08-18,0.776398,0.639208,1.107997,1.027640,1.042158,85.349379
2010-08-19,0.779059,0.639257,1.110782,1.026800,1.038563,85.556248
2010-08-20,0.786720,0.644402,1.126111,1.048383,1.034616,85.390607
2010-08-21,0.786720,0.644402,1.126111,1.048383,1.034616,85.390607
2010-08-22,0.786720,0.644402,1.126111,1.048383,1.034616,85.390607
2010-08-23,0.787154,0.643026,1.116263,1.046285,1.035894,85.193640
2010-08-24,0.792959,0.649671,1.134010,1.063278,1.043216,84.204266
2010-08-25,0.792833,0.648934,1.137636,1.066281,1.030207,84.428764
2010-08-26,0.787836,0.644016,1.128023,1.057670,1.026314,84.416608
2010-08-27,0.786596,0.645481,1.126563,1.060883,1.022890,84.747896
2010-08-28,0.786596,0.645481,1.126563,1.060883,1.022890,84.747896
2010-08-29,0.786596,0.645481,1.126563,1.060883,1.022890,84.747896
2010-08-30,0.787402,0.642913,1.115039,1.049843,1.027953,84.677165
2010-08-31,0.788644,0.650473,1.128076,1.063801,1.020110,84.440063
2010-09-01,0.781250,0.649258,1.104766,1.059375,1.013047,84.015625
2010-09-02,0.780153,0.649672,1.099938,1.049384,1.010532,84.108285
2010-09-03,0.779180,0.649213,1.098177,1.056646,1.016285,84.447561
2010-09-04,0.779180,0.649213,1.098177,1.056646,1.016285,84.447561
2010-09-05,0.779180,0.649213,1.098177,1.056646,1.016285,84.447561
2010-09-06,0.776759,0.651119,1.089949,1.034643,1.015224,84.216250
2010-09-07,0.784683,0.652542,1.097144,1.042530,1.012476,83.851224
2010-09-08,0.787588,0.647436,1.090415,1.048279,1.011026,83.807199
2010-09-09,0.786473,0.649469,1.081400,1.032717,1.011325,83.727880
2010-09-10,0.785855,0.647073,1.079686,1.030884,1.023183,83.960707
2010-09-11,0.785855,0.647073,1.079686,1.030884,1.023183,83.960707
2010-09-12,0.785855,0.647073,1.079686,1.030884,1.023183,83.960707
2010-09-13,0.781189,0.649324,1.072729,1.029998,1.014843,84.126240
2010-09-14,0.778210,0.649261,1.070661,1.027160,1.004747,83.299611
2010-09-15,0.769882,0.643237,1.067288,1.026638,1.002310,85.487720
2010-09-16,0.764643,0.640159,1.067289,1.026380,1.011240,85.586481
2010-09-17,0.765697,0.639931,1.063247,1.026799,1.011485,85.742726
2010-09-18,0.765697,0.639931,1.063247,1.026799,1.011485,85.742726
2010-09-19,0.765697,0.639931,1.063247,1.026799,1.011485,85.742726
2010-09-20,0.764877,0.641196,1.057519,1.031589,1.006578,85.719749
2010-09-21,0.762195,0.644398,1.055793,1.031707,1.002744,85.403963
2010-09-22,0.748279,0.640003,1.046318,1.023496,0.989000,84.660281
2010-09-23,0.750582,0.638370,1.055168,1.035427,0.986114,84.432936
2010-09-24,0.745601,0.636333,1.047346,1.029004,0.981435,84.402028
2010-09-25,0.745601,0.636333,1.047346,1.029004,0.981435,84.402028
2010-09-26,0.745601,0.636333,1.047346,1.029004,0.981435,84.402028
2010-09-27,0.742005,0.631001,1.040736,1.023596,0.983676,84.232396
2010-09-28,0.742942,0.631389,1.041010,1.032467,0.986033,84.115899
2010-09-29,0.734700,0.633164,1.028506,1.026963,0.976783,83.645581
2010-09-30,0.732708,0.630092,1.030920,1.031140,0.973549,83.294256
2010-10-01,0.728544,0.632085,1.028268,1.026155,0.977925,83.243480
2010-10-02,0.728544,0.632085,1.028268,1.026155,0.977925,83.243480
2010-10-03,0.728544,0.632085,1.028268,1.026155,0.977925,83.243480
2010-10-04,0.729661,0.631594,1.032689,1.021379,0.972419,83.254287
2010-10-05,0.725689,0.628955,1.040493,1.021045,0.968650,83.309144
2010-10-06,0.721709,0.629763,1.026342,1.011692,0.964275,82.982102
2010-10-07,0.715820,0.626092,1.011596,1.010737,0.960272,82.390838
2010-10-08,0.720773,0.630748,1.027245,1.021191,0.967277,82.319446
2010-10-09,0.720773,0.630748,1.027245,1.021191,0.967277,82.319446
2010-10-10,0.720773,0.630748,1.027245,1.021191,0.967277,82.319446
2010-10-11,0.717566,0.627583,1.015571,1.011768,0.962400,81.974742
2010-10-12,0.722909,0.631533,1.017567,1.013735,0.961324,81.941734
2010-10-13,0.716435,0.631323,1.012179,1.002937,0.956584,81.838372
2010-10-14,0.709170,0.623502,1.003120,0.999078,0.949294,81.150273
2010-10-15,0.709774,0.622826,1.003762,1.005394,0.952729,81.112925
2010-10-16,0.709774,0.622826,1.003762,1.005394,0.952729,81.112925
2010-10-17,0.709774,0.622826,1.003762,1.005394,0.952729,81.112925
2010-10-18,0.719632,0.629462,1.013745,1.021301,0.961356,81.318365
2010-10-19,0.721553,0.635399,1.021647,1.025832,0.967242,81.650913
2010-10-20,0.721449,0.636318,1.020922,1.028786,0.963495,81.227906
2010-10-21,0.713470,0.635131,1.013699,1.020263,0.962686,81.085902
2010-10-22,0.717669,0.636788,1.018946,1.026195,0.971221,81.225779
2010-10-23,0.717669,0.636788,1.018946,1.026195,0.971221,81.225779
2010-10-24,0.717669,0.636788,1.018946,1.026195,0.971221,81.225779
2010-10-25,0.712708,0.636127,1.005417,1.018530,0.970565,80.685625
2010-10-26,0.718804,0.630283,1.014089,1.023936,0.974554,81.303910
2010-10-27,0.724480,0.632000,1.028327,1.029486,0.988119,81.706875
2010-10-28,0.721657,0.628130,1.021722,1.024392,0.986361,81.236920
2010-10-29,0.721657,0.626831,1.025907,1.021145,0.989247,80.731760
2010-10-30,0.721657,0.626831,1.025907,1.021145,0.989247,80.731760
2010-10-31,0.721657,0.626831,1.025907,1.021145,0.989247,80.731760
2010-11-01,0.718081,0.622397,1.012064,1.016803,0.987793,80.382019
2010-11-02,0.713369,0.624126,1.000214,1.010701,0.982023,80.739050
2010-11-03,0.713572,0.621022,1.003140,1.008706,0.981947,81.111745
2010-11-04,0.702050,0.614890,0.986801,1.001755,0.967565,80.841056
2010-11-05,0.710026,0.616231,0.984450,1.001136,0.961801,81.234024
2010-11-06,0.710026,0.616231,0.984450,1.001136,0.961801,81.234024
2010-11-07,0.710026,0.616231,0.984450,1.001136,0.961801,81.234024
2010-11-08,0.718546,0.619889,0.989437,1.003090,0.965366,81.109435
2010-11-09,0.717103,0.618394,0.984295,0.998996,0.962352,80.631051
2010-11-10,0.726216,0.622259,0.999710,1.004503,0.973275,82.411038
2010-11-11,0.729927,0.619781,0.998686,1.003066,0.969489,82.321168
2010-11-12,0.729341,0.620451,1.009044,1.010211,0.974181,82.116549
2010-11-13,0.729341,0.620451,1.009044,1.010211,0.974181,82.116549
2010-11-14,0.729341,0.620451,1.009044,1.010211,0.974181,82.116549
2010-11-15,0.733891,0.622266,1.014384,1.009027,0.985469,83.157199
2010-11-16,0.734646,0.625184,1.019248,1.015060,0.985013,83.169262
2010-11-17,0.741785,0.629738,1.023737,1.022031,0.995920,83.450783
2010-11-18,0.732762,0.624460,1.012091,1.018172,0.987396,83.329670
2010-11-19,0.731315,0.625421,1.016747,1.020696,0.995100,83.435717
2010-11-20,0.731315,0.625421,1.016747,1.020696,0.995100,83.435717
2010-11-21,0.731315,0.625421,1.016747,1.020696,0.995100,83.435717
2010-11-22,0.732762,0.626438,1.012457,1.015974,0.989595,83.512860
2010-11-23,0.740960,0.628297,1.021710,1.022451,0.988293,83.358032
2010-11-24,0.749681,0.632581,1.021966,1.016268,0.995277,83.424545
2010-11-25,0.750694,0.635425,1.020569,1.009984,1.000375,83.589821
2010-11-26,0.756144,0.638715,1.037051,1.022533,1.002042,83.871456
2010-11-27,0.756144,0.638715,1.037051,1.022533,1.002042,83.871456
2010-11-28,0.756144,0.638715,1.037051,1.022533,1.002042,83.871456
2010-11-29,0.760688,0.642020,1.039251,1.021527,1.003043,84.230945
2010-11-30,0.769349,0.644445,1.045930,1.023696,0.999385,83.859055
2010-12-01,0.762486,0.639954,1.038124,1.018681,1.004804,84.155547
2010-12-02,0.760167,0.641961,1.034892,1.010338,1.000380,84.355758
2010-12-03,0.754945,0.640193,1.019780,1.001736,0.992224,83.693190
2010-12-04,0.754945,0.640193,1.019780,1.001736,0.992224,83.693190
2010-12-05,0.754945,0.640193,1.019780,1.001736,0.992224,83.693190
2010-12-06,0.753012,0.637952,1.013102,1.006476,0.985241,82.876506
2010-12-07,0.748335,0.633615,1.004191,1.001721,0.977475,82.638629
2010-12-08,0.757576,0.633864,1.021212,1.012197,0.989394,84.151515
2010-12-09,0.756773,0.634327,1.016498,1.010595,0.988346,84.016952
2010-12-10,0.755059,0.632098,1.011703,1.009589,0.981426,83.660526
2010-12-11,0.755059,0.632098,1.011703,1.009589,0.981426,83.660526
2010-12-12,0.755059,0.632098,1.011703,1.009589,0.981426,83.660526
2010-12-13,0.753750,0.635976,1.009271,1.006934,0.978895,84.080802
2010-12-14,0.744325,0.631671,0.999851,1.007146,0.961370,83.088947
2010-12-15,0.748503,0.638398,1.005689,1.005988,0.960030,83.742515
2010-12-16,0.755401,0.640542,1.010198,1.004457,0.970615,84.061036
2010-12-17,0.754148,0.642421,1.012670,1.007391,0.960633,83.906486
2010-12-18,0.754148,0.642421,1.012670,1.007391,0.960633,83.906486
2010-12-19,0.754148,0.642421,1.012670,1.007391,0.960633,83.906486
2010-12-20,0.760630,0.643645,1.006465,1.012855,0.965848,83.745341
2010-12-21,0.760167,0.646370,1.002128,1.019384,0.958799,83.618396
2010-12-22,0.762660,0.647651,1.002364,1.016016,0.953478,83.648566
2010-12-23,0.765462,0.649265,0.998852,1.015998,0.960885,83.397122
2010-12-24,0.763417,0.648599,0.996412,1.010459,0.963280,82.929995
2010-12-25,0.763417,0.648599,0.996412,1.010459,0.963280,82.929995
2010-12-26,0.763417,0.648599,0.996412,1.010459,0.963280,82.929995
2010-12-27,0.761267,0.648828,0.998249,1.007917,0.961175,82.894336
2010-12-28,0.757863,0.646798,0.988102,1.001970,0.948314,82.000758
2010-12-29,0.761267,0.650046,0.987744,1.001446,0.950289,82.209196
2010-12-30,0.753012,0.647741,0.984864,0.999623,0.939383,81.506024
2010-12-31,0.748391,0.644178,0.983086,0.997006,0.935788,81.312678
2011-01-01,0.748391,0.644178,0.983086,0.997006,0.935788,81.312678
2011-01-02,0.748391,0.644178,0.983086,0.997006,0.935788,81.312678
2011-01-03,0.749176,0.645273,0.980297,0.991310,0.933848,81.435421
2011-01-04,0.745101,0.639855,0.990835,0.993220,0.943968,82.110126
2011-01-05,0.756830,0.642019,1.000151,1.000378,0.954893,82.282600
2011-01-06,0.763884,0.645100,1.003590,0.993889,0.968375,83.202200
2011-01-07,0.771545,0.646787,1.007638,0.992747,0.965358,83.550652
2011-01-08,0.771545,0.646787,1.007638,0.992747,0.965358,83.550652
2011-01-09,0.771545,0.646787,1.007638,0.992747,0.965358,83.550652
2011-01-10,0.775014,0.644656,1.010385,0.995892,0.965589,83.058204
2011-01-11,0.772320,0.642493,1.014365,0.991582,0.968335,83.109361
2011-01-12,0.770832,0.640985,1.009635,0.985431,0.972944,83.380868
2011-01-13,0.757633,0.633192,1.000303,0.988863,0.971513,82.960830
2011-01-14,0.749120,0.630909,1.013409,0.996329,0.967488,82.935051
2011-01-15,0.749120,0.630909,1.013409,0.996329,0.967488,82.935051
2011-01-16,0.749120,0.630909,1.013409,0.996329,0.967488,82.935051
2011-01-17,0.751258,0.628127,1.004508,0.987078,0.965667,82.570806
2011-01-18,0.747887,0.624972,1.003365,0.985865,0.958193,82.484481
2011-01-19,0.740412,0.624389,0.994003,0.991263,0.959870,82.074633
2011-01-20,0.742280,0.626188,1.008239,0.999332,0.955537,82.341152
2011-01-21,0.739590,0.627357,1.010724,0.996598,0.962429,82.737963
2011-01-22,0.739590,0.627357,1.010724,0.996598,0.962429,82.737963
2011-01-23,0.739590,0.627357,1.010724,0.996598,0.962429,82.737963
2011-01-24,0.736865,0.627515,1.008769,0.994621,0.957114,82.867880
2011-01-25,0.735510,0.634010,1.009415,0.999926,0.946675,82.436011
2011-01-26,0.730941,0.630985,1.003216,0.996272,0.944522,82.208903
2011-01-27,0.729076,0.626677,1.009405,0.995261,0.943424,83.041703
2011-01-28,0.729395,0.627936,1.002991,0.995186,0.943982,82.246535
2011-01-29,0.729395,0.627936,1.002991,0.995186,0.943982,82.246535
2011-01-30,0.729395,0.627936,1.002991,0.995186,0.943982,82.246535
2011-01-31,0.730353,0.628761,1.005186,0.999051,0.941499,82.157464
2011-02-01,0.727008,0.620574,0.992148,0.997237,0.941767,81.563068
2011-02-02,0.724480,0.617185,0.990799,0.988843,0.936173,81.395349
2011-02-03,0.727537,0.617425,0.988141,0.989160,0.944853,81.818843
2011-02-04,0.733622,0.621524,0.983494,0.986575,0.950334,81.740151
2011-02-05,0.733622,0.621524,0.983494,0.986575,0.950334,81.740151
2011-02-06,0.733622,0.621524,0.983494,0.986575,0.950334,81.740151
2011-02-07,0.737844,0.619937,0.985391,0.987235,0.955729,82.284365
2011-02-08,0.733407,0.622369,0.986945,0.990246,0.955629,82.207554
2011-02-09,0.732762,0.622848,0.989961,0.994578,0.963728,82.545614
2011-02-10,0.735078,0.623199,0.996692,0.997648,0.963320,82.850632
2011-02-11,0.739426,0.625333,1.001479,0.995563,0.973307,83.562555
2011-02-12,0.739426,0.625333,1.001479,0.995563,0.973307,83.562555
2011-02-13,0.739426,0.625333,1.001479,0.995563,0.973307,83.562555
2011-02-14,0.744048,0.625000,0.999256,0.988095,0.972098,83.444940
2011-02-15,0.740192,0.619911,0.999482,0.985714,0.971429,83.797187
2011-02-16,0.740192,0.623168,0.999778,0.986528,0.967654,83.730570
2011-02-17,0.737463,0.620133,0.995428,0.982817,0.956711,83.620944
2011-02-18,0.733837,0.616056,0.989139,0.983195,0.952007,83.378587
2011-02-19,0.733837,0.616056,0.989139,0.983195,0.952007,83.378587
2011-02-20,0.733837,0.616056,0.989139,0.983195,0.952007,83.378587
2011-02-21,0.731636,0.616403,0.989245,0.983611,0.948200,83.172373
2011-02-22,0.731689,0.618892,0.997659,0.987122,0.939782,83.141875
2011-02-23,0.728279,0.616051,0.997087,0.992572,0.936057,82.798048
2011-02-24,0.726058,0.618093,0.993393,0.983809,0.925579,81.819502
2011-02-25,0.726639,0.621494,0.986557,0.980017,0.930025,81.761372
2011-02-26,0.726639,0.621494,0.986557,0.980017,0.930025,81.761372
2011-02-27,0.726639,0.621494,0.986557,0.980017,0.930025,81.761372
2011-02-28,0.722857,0.616452,0.983157,0.978387,0.928148,81.870753
2011-03-01,0.723327,0.614394,0.981700,0.969837,0.929403,82.018083
2011-03-02,0.724165,0.613947,0.986241,0.974292,0.926859,82.069665
2011-03-03,0.722022,0.614657,0.982599,0.972491,0.927365,81.898917
2011-03-04,0.716486,0.614781,0.988106,0.972630,0.931432,82.847317
2011-03-05,0.716486,0.614781,0.988106,0.972630,0.931432,82.847317
2011-03-06,0.716486,0.614781,0.988106,0.972630,0.931432,82.847317
2011-03-07,0.712860,0.613772,0.983961,0.970630,0.923867,82.085828
2011-03-08,0.719528,0.619154,0.991366,0.974169,0.931717,82.486689
2011-03-09,0.717978,0.616743,0.987866,0.967906,0.927628,82.668007
2011-03-10,0.723746,0.619925,0.997467,0.970978,0.934646,83.071578
2011-03-11,0.726058,0.625281,0.999637,0.979307,0.932404,82.218834
2011-03-12,0.726058,0.625281,0.999637,0.979307,0.932404,82.218834
2011-03-13,0.726058,0.625281,0.999637,0.979307,0.932404,82.218834
2011-03-14,0.716949,0.620806,0.992687,0.974835,0.927803,81.846860
2011-03-15,0.720254,0.624748,1.015918,0.992437,0.918755,80.949294
2011-03-16,0.716794,0.621676,1.008243,0.984876,0.914271,80.589205
2011-03-17,0.714082,0.619430,1.015139,0.986004,0.901528,78.848900
2011-03-18,0.707714,0.618401,1.007785,0.983298,0.902902,81.160651
2011-03-19,0.707714,0.618401,1.007785,0.983298,0.902902,81.160651
2011-03-20,0.707714,0.618401,1.007785,0.983298,0.902902,81.160651
2011-03-21,0.704523,0.614133,0.994364,0.976469,0.904326,81.048330
2011-03-22,0.703680,0.610654,0.987897,0.978890,0.903737,81.028781
2011-03-23,0.707414,0.615379,0.990804,0.982598,0.901669,80.942275
2011-03-24,0.707814,0.618700,0.983012,0.977916,0.907206,80.931484
2011-03-25,0.708466,0.621892,0.978179,0.976125,0.914984,81.168969
2011-03-26,0.708466,0.621892,0.978179,0.976125,0.914984,81.168969
2011-03-27,0.708466,0.621892,0.978179,0.976125,0.914984,81.168969
2011-03-28,0.712657,0.625891,0.974772,0.978692,0.919897,81.663341
2011-03-29,0.710934,0.626653,0.978174,0.976610,0.921157,82.183990
2011-03-30,0.709723,0.623776,0.970050,0.970476,0.922143,83.044713
2011-03-31,0.703878,0.622017,0.966847,0.970296,0.915394,82.783135
2011-04-01,0.707164,0.623365,0.965208,0.967824,0.923485,83.841312
2011-04-02,0.707164,0.623365,0.965208,0.967824,0.923485,83.841312
2011-04-03,0.707164,0.623365,0.965208,0.967824,0.923485,83.841312
2011-04-04,0.702247,0.618645,0.963624,0.963413,0.922051,83.960674
2011-04-05,0.705916,0.616158,0.969222,0.965410,0.924114,84.286319
2011-04-06,0.699301,0.613636,0.962657,0.959021,0.915874,85.188811
2011-04-07,0.700133,0.613247,0.953161,0.958832,0.918435,85.206189
2011-04-08,0.694396,0.611728,0.950420,0.954170,0.914034,85.271856
2011-04-09,0.694396,0.611728,0.950420,0.954170,0.914034,85.271856
2011-04-10,0.694396,0.611728,0.950420,0.954170,0.914034,85.271856
2011-04-11,0.692809,0.612166,0.949148,0.956907,0.909588,84.702785
2011-04-12,0.691085,0.613994,0.952522,0.958120,0.899585,84.222529
2011-04-13,0.689988,0.613952,0.953150,0.961706,0.896640,84.068171
2011-04-14,0.694396,0.612805,0.952503,0.965627,0.894313,83.223387
2011-04-15,0.692042,0.611626,0.950173,0.964291,0.892526,83.301038
2011-04-16,0.692042,0.611626,0.950173,0.964291,0.892526,83.301038
2011-04-17,0.692042,0.611626,0.950173,0.964291,0.892526,83.301038
2011-04-18,0.700525,0.614711,0.950963,0.964694,0.898144,82.837128
2011-04-19,0.699203,0.613900,0.952454,0.957488,0.897916,82.666760
2011-04-20,0.688942,0.610885,0.937720,0.951292,0.891767,82.762659
2011-04-21,0.685683,0.604292,0.929923,0.948025,0.881171,81.952825
2011-04-22,0.685683,0.604292,0.929923,0.948025,0.881171,81.952825
2011-04-23,0.685683,0.604292,0.929923,0.948025,0.881171,81.952825
2011-04-24,0.685683,0.604292,0.929923,0.948025,0.881171,81.952825
2011-04-25,0.685683,0.604292,0.929923,0.948025,0.881171,81.952825
2011-04-26,0.684135,0.606930,0.929808,0.952932,0.877745,81.706232
2011-04-27,0.681756,0.604309,0.924666,0.952277,0.878511,82.260704
2011-04-28,0.675950,0.600784,0.918345,0.950723,0.875625,81.769636
2011-04-29,0.672948,0.600067,0.912517,0.948991,0.865882,81.204576
2011-04-30,0.672948,0.600067,0.912517,0.948991,0.865882,81.204576
2011-05-01,0.672948,0.600067,0.912517,0.948991,0.865882,81.204576
2011-05-02,0.673991,0.599313,0.913460,0.949518,0.866482,81.451776
2011-05-03,0.676590,0.606867,0.920433,0.953721,0.864682,80.757781
2011-05-04,0.671953,0.604690,0.922389,0.952493,0.861847,81.050934
2011-05-05,0.675037,0.606622,0.937154,0.965506,0.859322,79.789388
2011-05-06,0.689608,0.609544,0.936556,0.963934,0.873595,80.339287
2011-05-07,0.689608,0.609544,0.936556,0.963934,0.873595,80.339287
2011-05-08,0.689608,0.609544,0.936556,0.963934,0.873595,80.339287
2011-05-09,0.694589,0.610718,0.929985,0.964368,0.876363,80.766826
2011-05-10,0.696476,0.611436,0.925965,0.959535,0.877699,80.596183
2011-05-11,0.696524,0.606499,0.923243,0.954308,0.881869,81.124190
2011-05-12,0.706564,0.614817,0.941920,0.966368,0.889140,80.929838
2011-05-13,0.700280,0.614811,0.936204,0.963095,0.887045,80.756303
2011-05-14,0.700280,0.614811,0.936204,0.963095,0.887045,80.756303
2011-05-15,0.700280,0.614811,0.936204,0.963095,0.887045,80.756303
2011-05-16,0.707064,0.616913,0.946829,0.974404,0.886799,80.852719
2011-05-17,0.705667,0.615976,0.945099,0.975090,0.885823,81.638558
2011-05-18,0.702889,0.618999,0.944753,0.974204,0.881774,81.148520
2011-05-19,0.701016,0.617806,0.938451,0.967683,0.884402,81.899755
2011-05-20,0.702395,0.616036,0.938681,0.969235,0.876378,81.667486
2011-05-21,0.702395,0.616036,0.938681,0.969235,0.876378,81.667486
2011-05-22,0.702395,0.616036,0.938681,0.969235,0.876378,81.667486
2011-05-23,0.713267,0.620364,0.950927,0.978959,0.883024,81.797432
2011-05-24,0.709774,0.619526,0.945986,0.978068,0.880474,81.943360
2011-05-25,0.710783,0.616391,0.952378,0.978605,0.875968,82.074064
2011-05-26,0.705816,0.613001,0.944593,0.977908,0.871189,81.839356
2011-05-27,0.701016,0.607676,0.935577,0.976165,0.856712,81.107606
2011-05-28,0.701016,0.607676,0.935577,0.976165,0.856712,81.107606
2011-05-29,0.701016,0.607676,0.935577,0.976165,0.856712,81.107606
2011-05-30,0.700673,0.607553,0.935398,0.975827,0.851107,80.829596
2011-05-31,0.695169,0.606222,0.938756,0.972193,0.853319,81.487661
2011-06-01,0.694059,0.608724,0.930733,0.968073,0.845502,81.281233
2011-06-02,0.691563,0.610615,0.937967,0.977524,0.841425,80.636238
2011-06-03,0.690226,0.612576,0.938156,0.978534,0.841869,80.680563
2011-06-04,0.690226,0.612576,0.938156,0.978534,0.841869,80.680563
2011-06-05,0.690226,0.612576,0.938156,0.978534,0.841869,80.680563
2011-06-06,0.685119,0.609962,0.931557,0.980885,0.838243,80.193204
2011-06-07,0.682501,0.609098,0.934821,0.975771,0.835176,80.227955
2011-06-08,0.684556,0.611240,0.943045,0.981106,0.836802,79.819277
2011-06-09,0.684275,0.608594,0.943684,0.978377,0.837690,79.964418
2011-06-10,0.690322,0.613282,0.941875,0.971628,0.841502,80.077316
2011-06-11,0.690322,0.613282,0.941875,0.971628,0.841502,80.077316
2011-06-12,0.690322,0.613282,0.941875,0.971628,0.841502,80.077316
2011-06-13,0.696670,0.613488,0.946356,0.977498,0.837606,80.388742
2011-06-14,0.692137,0.609773,0.939438,0.974114,0.838594,80.225637
2011-06-15,0.699692,0.615519,0.936678,0.969913,0.851106,80.842429
2011-06-16,0.709824,0.621309,0.952868,0.988714,0.848807,80.657297
2011-06-17,0.700771,0.618500,0.941836,0.978767,0.848143,80.385424
2011-06-18,0.700771,0.618500,0.941836,0.978767,0.848143,80.385424
2011-06-19,0.700771,0.618500,0.941836,0.978767,0.848143,80.385424
2011-06-20,0.702494,0.617843,0.950334,0.983772,0.845732,80.252898
2011-06-21,0.695749,0.616921,0.943992,0.975649,0.843735,80.150282
2011-06-22,0.694589,0.620338,0.943738,0.972911,0.841078,80.127804
2011-06-23,0.703631,0.625950,0.951590,0.974177,0.841753,80.622010
2011-06-24,0.703235,0.624859,0.947468,0.981786,0.836990,80.210970
2011-06-25,0.703235,0.624859,0.947468,0.981786,0.836990,80.210970
2011-06-26,0.703235,0.624859,0.947468,0.981786,0.836990,80.210970
2011-06-27,0.703977,0.626329,0.957761,0.989511,0.834143,80.774375
2011-06-28,0.701213,0.627025,0.955753,0.986607,0.833322,80.856882
2011-06-29,0.693241,0.623778,0.941768,0.973102,0.834385,81.060659
2011-06-30,0.691898,0.624472,0.933024,0.965267,0.835190,80.433128
2011-07-01,0.690226,0.624655,0.933393,0.963832,0.846701,80.701270
2011-07-02,0.690226,0.624655,0.933393,0.963832,0.846701,80.701270
2011-07-03,0.690226,0.624655,0.933393,0.963832,0.846701,80.701270
2011-07-04,0.689655,0.621724,0.932483,0.959931,0.849931,80.765517
2011-07-05,0.691515,0.621257,0.935343,0.963211,0.844547,81.066316
2011-07-06,0.698422,0.624983,0.937282,0.966127,0.842227,81.037854
2011-07-07,0.701902,0.626167,0.931775,0.964273,0.845792,81.167965
2011-07-08,0.702149,0.627159,0.929013,0.958082,0.849740,81.435192
2011-07-09,0.702149,0.627159,0.929013,0.958082,0.849740,81.435192
2011-07-10,0.702149,0.627159,0.929013,0.958082,0.849740,81.435192
2011-07-11,0.711440,0.626565,0.936824,0.969479,0.833452,80.506545
2011-07-12,0.715564,0.631592,0.943399,0.972021,0.833631,79.677996
2011-07-13,0.710581,0.626945,0.937114,0.961202,0.831024,79.336318
2011-07-14,0.704126,0.620300,0.929587,0.957612,0.815026,79.031122
2011-07-15,0.706914,0.620317,0.937650,0.957797,0.818394,79.153117
2011-07-16,0.706914,0.620317,0.937650,0.957797,0.818394,79.153117
2011-07-17,0.706914,0.620317,0.937650,0.957797,0.818394,79.153117
2011-07-18,0.711997,0.621680,0.942471,0.959203,0.817729,79.102884
2011-07-19,0.706215,0.620692,0.937359,0.955791,0.819703,78.933616
2011-07-20,0.703878,0.619870,0.930386,0.946787,0.820159,78.869571
2011-07-21,0.703136,0.617846,0.931374,0.945507,0.821966,78.814513
2011-07-22,0.694879,0.613369,0.919603,0.949065,0.819193,78.403169
2011-07-23,0.694879,0.613369,0.919603,0.949065,0.819193,78.403169
2011-07-24,0.694879,0.613369,0.919603,0.949065,0.819193,78.403169
2011-07-25,0.695410,0.613700,0.921349,0.945688,0.804103,78.205841
2011-07-26,0.691037,0.609737,0.912238,0.941400,0.803676,78.101030
2011-07-27,0.692233,0.611311,0.905926,0.943168,0.802021,77.848539
2011-07-28,0.701262,0.612833,0.906802,0.948177,0.802034,77.741935
2011-07-29,0.701262,0.613499,0.915147,0.950631,0.800701,77.552595
